iri,label,definition,type
https://www.commoncoreontologies.org/ont00000850,Stasis of Quality,A Stasis of Specifically Dependent Continuant in which some Independent Continuant bears some Quality that remains unchanged during a Temporal Interval.,class
https://www.commoncoreontologies.org/ont00000851,Light Machine Gun,"A Long Gun that is designed to fire bullets in quick succession from an ammunition belt or magazine and to be employed by an individual soldier, with or without assistance, and typically weighing 9-22 lbs.",class
https://www.commoncoreontologies.org/ont00000852,Measurement Unit of Work,A Measurement Unit that is used as a standard for measurement of displacements of points to which Forces have been applied.,class
https://www.commoncoreontologies.org/ont00000853,Descriptive Information Content Entity,An Information Content Entity that consists of a set of propositions that describe some Entity.,class
https://www.commoncoreontologies.org/ont00000854,Decrease of Realizable Entity,A Decrease of Specifically Dependent Continuant in which some Independent Continuant has a decrease of some Realizable Entity that it bears.,class
https://www.commoncoreontologies.org/ont00000855,Effect of Location Change,An Effect caused by some Act of Location Change and which results in an Object being located in a different place.,class
https://www.commoncoreontologies.org/ont00000856,Artifact History,A History of an Artifact.,class
https://www.commoncoreontologies.org/ont00000857,Ultra High Frequency Communication Instrument,A Radio Communication Instrument that is designed to participate in some process that has process part some Ultra High Frequency.,class
https://www.commoncoreontologies.org/ont00000858,Improvised Explosive Device,An Explosive Weapon that is designed to be used in non-conventional military action.,class
https://www.commoncoreontologies.org/ont00000859,Television Broadcast,An Act of Communciation by Media that is transmitted to an audience through a television network.,class
https://www.commoncoreontologies.org/ont00000860,Allied Person,A Person who is the bearer of some Ally Role.,class
https://www.commoncoreontologies.org/ont00000861,Split,"A Shape Quality inhering in a bearer in virtue of the bearer having a linear opening, or having been divided into parts.",class
https://www.commoncoreontologies.org/ont00000862,Sound Process Profile,A Process Profile that is part of a sound reception process and is characterized by properties of incoming sound waves as they are translated by some sensory system.,class
https://www.commoncoreontologies.org/ont00000863,Act of Confessing,An Act of Representative Communication in which a person makes an admission of misdeeds or faults.,class
https://www.commoncoreontologies.org/ont00000864,Public Safety Artifact Function,"A Service Artifact Function that is realized in processes of preventing and responding to events that could endanger the safety of the general public from significant danger, injury/harm, or damage, such as crimes or disasters (natural or man-made).",class
https://www.commoncoreontologies.org/ont00000865,Loss of Specifically Dependent Continuant,A Loss of Dependent Continuant in which some Independent Continuant ceases to be the bearer of some Specifically Dependent Continuant.,class
https://www.commoncoreontologies.org/ont00000866,Radio Broadcast,An Act of Communciation by Media that is transmitted to an audience through a radio network.,class
https://www.commoncoreontologies.org/ont00000867,Pipeline,A Product Transport Facility that is designed to transport goods or materials through a pipe.,class
https://www.commoncoreontologies.org/ont00000868,Rocket Pod,A Rocket Launcher that is designed to contain several Unguided Rockets held in individual tubes and to be used by Aircraft or Helicopters for close air support.,class
https://www.commoncoreontologies.org/ont00000869,Optical Camera,A Camera that is designed to form and record an image generated from visible light.,class
https://www.commoncoreontologies.org/ont00000870,Infrastructure System,A Material Entity that is composed of elements bearing Infrastructure Roles and is by itself sufficient to provide a planned service or benefit to some organization that maintains its elements.,class
https://www.commoncoreontologies.org/ont00000871,Plant,"An Organism that is multicellular, eukaryotic, autotrophic, and has cells that contain chloroplasts and walls made of cellulose.",class
https://www.commoncoreontologies.org/ont00000872,Brown,"A Color that consists of dark orange and red, and of very low intensity.",class
https://www.commoncoreontologies.org/ont00000873,Physiographic Feature,A Geographic Feature that is a geomorphological unit characterized by its surface form and location in the landscape.,class
https://www.commoncoreontologies.org/ont00000874,Video,An Information Bearing Artifact that is designed to bear some specific Information Content Entity in the form of a sequence of representations that are presented sufficiently rapidly to create the appearance of motion and continuity.,class
https://www.commoncoreontologies.org/ont00000875,Act of Personal Communication,An Act of Communication having a small audience.,class
https://www.commoncoreontologies.org/ont00000876,Loss of Dependent Continuant,A Change in which some Independent Continuant ceases to be the bearer or carrier of some Dependent Continuant.,class
https://www.commoncoreontologies.org/ont00000877,Brake Control System,"A Vehicle Control System that is designed to control the process of braking with the aim of preventing rolling, skidding, and hydroplaning.",class
https://www.commoncoreontologies.org/ont00000878,Identification Friend or Foe Transponder,A Radio Transponder that is designed to automatically transmit a predefined signal in response to receiving an appropriate interrogation signal such that the entity it is located on can be positively identified as friendly.,class
